controle_review_longo,data,nota,Notas
"para o tv stck substituir completamente o controle remoto de sua TV é importante saber se ele é compativel com a marca da TV de quem esta comprando.
acredito que seja compativel com todas as marcas, mas é sempre bom ter certeza",2021-08-25,5,Positivo
"O Único Detalhe que Me Incomoda é fato Dele Demorar Muito Para se Conectar a Minha Rede Wi-fi, Tenho uma Rede Oculta mais isso Não é Problema Para os Outros meus Aparelhos.
Fora isso O Aparelho é Lindo e de Excelente Qualidade!",2021-12-17,4,Positivo
"O produto é legal, útil e eficiente.
Porém, não aceita Globoplay, e HBO Max com restrições. Faz muita falta estes 2 aplicativos. Globoplay antes aceitava versão antiga, agora não aceita , só pelo site que fica lento e instável.",2022-02-15,4,Positivo
"Fácil de instalar e configurar. Funciona sem problemas e, uma vez dada a permissão nas configurações, é possível baixar apps externos, como alguns necessários para IPTV. Também já vem com opções de iptv na biblioteca de aplicativos. Estou gostando muito.",2021-06-12,5,Positivo
"Aparelho muito bom, de fácil instalação, atende o que se propõe no anúncio, é discreto, o melhor é que seu controle funciona para minha TV em suas funções básicas.",2022-02-15,5,Positivo
"O Firetv é excelente. Fácil de instalar, fácil de usar e bem ergonômico. Recomendo",2021-12-30,5,Positivo
"Muito bom o produto, estou extremamente satisfeita. Prático para instalar, controle remoto funciona muito bem e fácil de usar. Comprei meu fire stick há aproximadamente duas semanas e fiz sua instalação em 10 minutos lendo o manual, que é muito didático. Nota 10 :)",2022-02-17,5,Positivo
"Chegou antes do prazo, o produto veio bem embalado e sem defeito, fácil de instalar e de bom manuseio ,o único defeito é que pra baixar um aplicativo tem de adicionar uma forma de pagamento o resto e perfeito",2021-06-03,5,Positivo
O dispositivo é muito fácil de instalar e mais fácil ainda de usar. A Assistente virtual “Alexa” é muito intuitiva e funciona muito bem. Só senti falta do aplicativo da HBO Max.,2022-02-09,5,Positivo
"Comprei o novo Fire TV Stick na expectativa que seria um ótimo produto, mas é muito mais que isso. NENHUM outro aparelho smart faz o que ele faz, não nessa faixa de preço. Estou com ele há meses e recomendo, sem dúvidas!!",2021-11-28,5,Positivo
"Produto muito bom! Se tiver uma internet de qualidade, o 5G dá super conta do recado. Atendeu minhas expectativas. Só não dei 5 estrelas, pq o adaptador de ethernet vendido separadamente, deveria estar incluso ao produto.",2021-10-16,4,Positivo
"O que mais gostei foi a praticidade. Instalação e utilização do produto.
Integração com Alexa facilita a utilização
O App do Globoplay não tem disponível para o Firestick. Apenas através do APK. Poderiam rever isso.",2021-06-07,5,Positivo
"Um bom aparelho, mas depois de ser desligado pelo controle, ele só liga de novo se for reiniciando da tomada.
O controle está funcionando, pois a TV liga e desliga normal, só o fire que não ""dá sinal de vida"", até ser reiniciado, o que é meio ruim.",2021-12-15,4,Positivo
"Excelente aparelho, o único problema que alguns aplicativos não está abrindo o teclado para busca de conteúdo, porém no aplicativo de teclado para celular, funciona normalmente",2021-12-11,4,Positivo
"O controle remoto com integração a TV é ótimo, inclusive já comprei outro e indico para todos, o dispositivo é indicado até para quem usa uma SmartTV e quer uma experiência melhor, como eu. Entretanto, a ausência de diversos apps, como GloboPlay e HBO, é algo a se considerar.",2021-12-05,4,Positivo
"É muito frustrante o dispositivo não ter compatibilidade com alguns apps básicos como globoplay, hbo max, apple music, esse último tem o de streaming de series e filmes (tv+) mas não o de música, muito bizarro.",2022-02-11,2,Negativo
"Gostei de tudo ,comando de voz ,precisão se quiser uso o controle de não uso o celular muito bom ,só não gostei que tem que pagar assinatura pra ouvir música ,coisa que em qualquer lugar é grátis até no rádio .",2022-01-31,5,Positivo
"Ótimo! Veio direitinho no pacote, foi fácil de instalar e a internet pega muito bem.
Agora, a minha TV que não era smart, agora está.
Gostei muito e recomendo para todos que não tem TV Smart (Lembrando que precisa de entrada HDMI).",2021-09-15,5,Positivo
"Falta de App de streaming, dificuldade para transmitir conteúdo para TV. Necessitar de um App para transmitir tela é inadmissível. Estou realmente decepcionado. Só não devolvo por arrependimento por falta de tempo pra ir nos correios. Mais um dinheiro jogado fora.",2021-09-25,1,Negativo
"Com certeza é o melhor adaptador para a tv ficar smart que já usei, usei diversas tv box mais esse fire stick tv é show de bola. na duvida tem muitos tutoriais no you tube que ensina a ficar fera nele.",2022-02-11,5,Positivo
"Claro que vai de acordo com as exigências de cada cliente.
No meu caso me surpreendeu...O controle tem um alcance muito bom, não é necessário apontar para o dispositivo, navegação leve, conexão...
Me atendeu em todos os quesitos...",2021-12-20,5,Positivo
"Algumas vezes da uma interferência no áudio, aí tenho q sair e voltar para tv e depois abrir novamente o fire stick para corrigir o problema, tirando isso é muito bomm.",2021-05-11,4,Positivo
"Diferente do Chromecast, ele realmente transforma sua tv em smartv, so é meio chatinho transmitir tela do celular. Tenho Directv go e assisto tv normalmente. Muito bom.",2021-06-07,5,Positivo
"Se desliga sozinho por problema de aquecimento! Até pensei que fosse a USB da tv e coloquei na fonte, porém o pendrive aí ferve atrás da tv. Tenho o mi stick xaiomi a 2 anos e sempre funcionou perfeitamente nessa mesma tv da sala.",2022-02-16,2,Negativo
"Gostei muito do fire tv, e pratico d+!
Talvez o unico ponto negativo seja a incompatibilidade com minha tv, e meio antiga e não consegui sincronizar, por hora a função de volume não funciona.
Fora isso estou muito satisfeito.
Recomendo.",2021-12-05,4,Positivo
"Atende comandos por voz. A Instalação é fácil, há vários tutoriais no YouTube para baixar e instalar APPs",2021-12-08,5,Positivo
"Produto maravilhoso, eu ameiiii!! Super recomendo, atendeu todas as minhas as expectativas!!!
Muito fácil de instalar, Alexa é bem obediente rsrs.
Sem contar o prazo da entrega que sempre é rápido.",2022-01-26,5,Positivo
"É um aparelho maravilhoso, só não é perfeito porque não tem o globoplay.Mas tirando isso, é muito melhor que algumas smart's tv por aí e agrada todos os públicos desde os viciados em séries ate os viciados em esportes, com o Facebook watch rodando perfeitamente.",2021-05-20,4,Positivo
"Adorei o produto, o controle remoto controla tudo, a integração com a Alexa é perfeita. Achei muito fluido e fácil de usar, não tem segredo, instalação rápida e fácil. A única reclamação é não baixar HBO Max e Globoplay (aí seria perfeito)",2021-09-07,5,Positivo
"NÃO RECOMENDO A COMPRA, LOJA DE APP MUITO LIMITADA: EX, NÃO TEM GLOBOPLAY. PARA ACESSÁ-LA PRECISA SE ARRISCAR NOS APKs DA VIDA...
TENTAREI VENDER O MEU PARA COMPRAR UM CONCORRENTE...",2021-07-01,1,Negativo
"Faltam alguns aplicativos mas no meu caso atendeu a expectativa. Não consigo fazer alguns comandos com o echo dot, por exemplo ligar e desligar, ela fica perguntando o que eu quero ligar e afirma que a tv não é compatível com esse comando.",2021-06-13,5,Positivo
"Incrível mesmo! Muito pratico, altíssima qualidade do equipamento que é de uma simplicidade perfeita. Minha stupid Philco TV é agora uma verdadeira smart.
Para quem não conhece a Alexa é incrível. Entende perfeitamente as ordens.
Recomendo.",2021-05-23,5,Positivo
"Já tinha o lite, esse superou, rápido, não trava, aumenta e diminui o som, era o que eu precisava.",2022-03-01,5,Positivo
"como todos produtos da Amazon esse não seria diferente no quesito qualidade e desempenho , simples e completo , tive um probleminha apenas para instalar o HBO MAX , mas mudando meu endereço pro EUA consegui instalar normalmente.",2022-02-01,5,Positivo
"Produto entrega tudo aquilo que promete: transforma sua TV comum em uma smart. Senti que o Disney+ roda mais lento que Netflix e Prime Video, mas aparentemente, mais por culpa da Disney que do Fire TV Stick. Recomendo o produto!",2022-01-11,5,Positivo
"Funcionamento é muito bom. Fluidez para transição de aplicativos. Flexibilidade para configuração e boa integração com comandos de voz e TV, inclusive para selecionar entradas HDMI. Ótima experiência de uso.",2021-12-03,5,Positivo
"Estou usando na minha TV LG que não é SMART. Porém, agora posso ver uma programação personalizada. A imagem é ótima e com os recursos da ALEXA torna tudo perfeito. Satisfeita com o produto.",2022-01-10,5,Positivo
"Boa opção. existe app para a maioria de canais. Faltam os canais HBO MAX, Globoplay, CNN Brasil. Mas tem a maioria, como Paramount, Vivo Play, Netflix, Amazon Prime, Apple TV+, Disney+. Foi uma boa compra. ainda aguardando os canais faltantes que eu listei aqui.",2022-02-18,4,Positivo
"Excelente!
A opção de vinculação à minha conta Amazon no momento da compra é simplesmente perfeita!
Bastou conectar na TV que ele se configurou sozinho, logado na minha conta e com conexão automática na minha rede sem fio...
Impecável!",2021-12-14,5,Positivo
"Muito prático, facilita bastante para usuário.",2021-05-07,5,Positivo
"Recomendo de mais .
Controle tem comando de voz, aplicativo MT rápido e fluido , recomendo de mais .
Perfeito .
Tem Alexia integrada , se vc tiver lâmpada ou wi-fi, pode usar o comando de voz pelo controle remoto para ligar e desligar . Perfeito.",2021-12-23,5,Positivo
"O aparelho é ótimo, fácil de configurar, funciona bem com a Alexa e localiza com facilidade o conteúdo, mas peca na falta da globoplay, HBO Max e com a primeira tela confusa, no estilo Prime vídeo. Se encontrar boa promoção vale a compra.",2021-12-07,3,Positivo
"Produto ótimo! Fácil acesso, fácil instalação e entrega exatamente o que está na descrição. Utilizo muito a Alexa e uso somente um controle para os comandos de ligar/desligar, aumentar volume e troca de aplicativos / uso da Alexa.
Muito topeeee. Recomendo!",2021-07-14,5,Positivo
Por enquanto como minha TV é mais antiga embora smart ajudou a instalação dos outros aplicativos..fácil de instalar..controle de volume tmbem facilita..pena q não tem o globo play..,2021-07-28,5,Positivo
"Minha TV já era um pouco antiga, 2018, já travava bastante . Depois que coloquei o Fire TV, foi como se tivesse comprado uma TV nova. Melhorou muito e desempenho e ficou mais prático, ainda mais por se comunicar com a Alexa. Vale muito a pena!",2021-11-22,5,Positivo
"Muito top, poderia já ter na loja de APP o Globo Play, Premier e HBO, infelizmente não tem.
O controle é top mais achei frágil se não tiver cuidado ou dependendo da altura que cair pode quebrar todo. de resto é muito bom !",2021-10-10,5,Positivo
"Mesmo as tvs sendo smarts e atuais, em alguns casos você precisa de firestick e o funcionamento e integração com Alexa é muito bom! Produtinho incrível e transforma sua tv mesmo antiga em uma versão atual em termos de software!",2021-12-03,5,Positivo
"Pra quem quer um dispositivo para integrar com a Alexa é muito bom, mas para quem procura uma solução para deixar a sua tv smart é decepcionante. Serviços de streaming como HBO Max ainda não estão disponíveis para o Fire Stick.",2022-01-02,3,Positivo
"Não posso Avaliar pois não recebi o produto...
Enrolação miserável,desde o o dia 29/11 que consta como entregue , mentira da Amazon não recebi nada
Será que a transportadora levou pra Marte ninguém sabe ninguém viu...",2021-12-09,1,Negativo
Adorei tudo fácil de instalar fica uma imagem incrível deixou à minha TV digital que é bem antiga com a cara de TV nova é o controle ALEXIA é demais. Isso eu não considero que não foi um gasto foi um investimento necessário e super feliz.,2021-08-07,5,Positivo
"Já tinha o modelo antigo, mais gostei muito mais dessa nova versão, o controle se integra mais com a TV, não necessitando mais do controle da TV. Achei muito melhor, super recomendado 😁👍.",2021-12-28,5,Positivo
"Não é muito difícil de instalar, solicita várias permissões, e a instalação do aplicativo. A integração com o alexa é ótima, aceita entre outra coisas, comando de voz pelo controle remoto. Funciona bem até com um sinal baixo de internete.",2022-02-13,4,Positivo
"Fácil de instalar, de usar e para lá de funcional. Melhor aquisição que fiz em 2021!",2021-11-29,5,Positivo
"A melhor escolha com toda certeza
pra quem não tem tv smart
Minha tv é philips mais antiga de led e funcionou na hora
inclusive globo play na versão mais velhinha
A Alexa funcionou super bem tb
Enfim não me arrependi e super recomendo",2021-12-28,5,Positivo
Produto cumpre o que promete com muita eficácia e praticidade. Pena que ainda não tenha HBO.,2021-12-10,5,Positivo
"Um dos únicos apps q quero usar, q é o deezer, não consigo fazer funcionar com a alexa e, o q foi outro motivo pra comprar q era controlar a TV com um só controle, apesar de aparecer a marca da minha TV na lista, o contole não consegue controlá-la.",2021-12-25,2,Negativo
"O YouTube da minha televisão travava muito, depois que eu instalei o stick e comecei a ver vídeos por lá nunca mais travou. Esse aparelho melhora a qualidade da imagem e permite acesso a vários streams que não são compatíveis com a minha televisão.",2021-09-30,5,Positivo
"Produto que trás muita praticidade para quem não tem smart tv ou falta alguns Apps. Tem uma variedade boa de Apps, o controle remoto funciona perfeitamente, só não gostei que não possui o App da HBO Max, mas pela função “internet” do fire stick da pra acessar.",2022-02-13,5,Positivo
"Transforma sua TV antiga em smart e até recupera aquela SmarTV que já não atualizava mais e não tem apps mais recentes.
Também têm as proteções de tela quando fica parado que além de ser muito legal também protege sua TV.",2022-02-07,5,Positivo
"Os 4 botões, ""prime video"", ""Netflix"", ""Disney"", ""amazonmusic"", deveriam ser reprogramáveis para acessar outros Apps à escolha do cliente. Deveria ser possível, por exemplo, trocar ""Disney"" por ""Youtube""...",2021-12-09,4,Positivo
"Produto excelente, de configuração inicial relativamente fácil, em tvs mais antigas precisa de alterar alguns parâmetros para o correto funcionamento, mas nada demais.
Vale muito a pena para dar sobreviva aquela TV sem sistema smart",2021-12-21,4,Positivo
Extremamante fácil de instalar. Foi fazer a conexão com a Internet e ele já conectou com minha conta da Amazon e a Prime Video. A navegação é bem intuitiva. Excedeu as minhas expectativas.,2021-12-02,5,Positivo
"Atendeu minhas expectativas, a entrega foi rápida, o produto está funcionando corretamente, a configuração é extremamente fácil de realizar.",2021-05-22,5,Positivo
"A navegação é muito fluída em todos os aplicativos e o controle remoto com atalho ajuda muito, em especial meus pais, que ainda estão se adaptando à novidade. Sincronizou perfeitamente com a TV, dando a possibilidade de fazer tudo com o controle do FireStick.",2022-02-05,5,Positivo
"O aparelho chegou antes da data prevista , porém na instalação na tv Toshiba tive problema mostrava as imagens mas o áudio NAO. Testei em outra tv da Philips funcionou imagem e áudio, mas não não 3 possível maumentar nem diminuir o volume pelo controle Alexa.",2022-01-30,3,Positivo
"Aparelho perfeito. Fácil instalação. Alexa interage muito bem.
Ponto negativo é que por conta do exclusividade do Chromecast com a Motorola é limitado algumas funcionabilidades, como por exemplo o espelhamento total do celular...",2021-07-23,5,Positivo
"Lindo, compacto e super eficiente.
Produto de qualidade e muito bonito, tanto o equipamento e controle quanto o sistema, não sei porquê demorei tanto tempo para comprar um.
A entrega chegou 15 dias antes do esperado, incrível!",2022-01-29,5,Positivo
"Fácil de instalar, áudio bom, controle remoto excelente além de controlar a TV via Alexa. O produto entrega tudo que oferece.",2021-10-12,5,Positivo
"Já é o segundo que compro é Ótimo, procurei muito antes de comprar, avaliei bem todas as opções disponíveis no mercado, inclusive os comentário e Fire TV Stick foi o que melhor avaliaram e realmente o produto é maravilhoso…",2021-12-16,5,Positivo
"Superou as expectativas, a integração com alexa é sensacional, o controle é bem construído e com os comandos necessários e realmente torna uma TV antiga em uma ótima SMART.
Único ponto falho é não ter o HBO Max",2022-02-11,5,Positivo
"Verifique a compatibilidade do controle sobre a tb antes, se não, nada adianta… pega o dinheiro que vai gastar comprando ele é compra uma smart melhor… suporte, simplesmente falou que não pode fazer nada a respeito!",2021-09-28,3,Positivo
"Este jé é meu 3º fire Stick, uso em todas as TVs, muito bom mesmo ..recomendo",2021-09-20,5,Positivo
"Ainda não tive tempo de interagir com o aparelho. Mas foi fácil instala- lo. Têm muitas opções de filmes e séries. Mas acho que se tirassem os conteúdos pagos, ficaria mais tranquilo. Ainda estou com medo de comprar algo sem saber. Essa é a única parte ruim.",2021-11-30,4,Positivo
"Fácil instalação, prático, a integração com a Alexa é sensasional.
Ponto negativo: As vezes ele é um pouco lento quando liga, mas acho que é por que minha TV não passa toda a energia para funcionar corretamente.
Tirando isso é um excelente aparelho",2021-07-21,5,Positivo
O produto é excelente qualidade do controle excelente fácil de instalar fácil de usar e tem uma ótima compatibilidade com alexa porém eu não estou conseguindo aumentar o volume pela minha ECHO DOT e nem trocar de hdmi pela ECHO DOT mais fora isso é excelente,2021-11-22,5,Positivo
"Muito bom!!! Tem praticamente quase todos os apps, super fácil de usar, estou amando! Só sinto falta do app da HBOmax. Fora isso, perfeito!",2021-12-16,5,Positivo
"Tem alguns bugs, e o Star+ que não está disponível para download na loja de apps, mas tem como fazer uma gambiarra pra fazer funcionar! Excelente produto, integração bacana com a alexa!!!",2022-01-08,4,Positivo
"Tudo é muito bom, aparelho rápido, comandos simples. O único problema grande e que incomoda realmente é não ter globoplay ainda, não sei se não tem por causa de contrato ou não tem suporte no aparelho mesmo, enfim, fora isso, perfeito!",2022-03-08,5,Positivo
"Ótima maneira de atualizar sua smart tv sem precisar desembolsar o dinheiro de uma nova. Tenho uma tv Sony que não atualiza mais os apps, e uma forma de resolver esse problema foi adquirindo um Fire Stick.",2021-12-14,5,Positivo
"Excelente produto.
Funciona perfeitamente com a proposta do mesmo.
Bem fácil de usar e controla todos os equipamentos como uma alexa normal.",2021-12-10,5,Positivo
"Esse modelo (full hd com controle de volume) se integrou perfeitamente com a tv. Achei q ia ter que usar 2 controles, mas ele supre sozinho todas as principais funçoes do dia a dia. Se integra perfeitamente com a alexa, até mesmo para ligar e desligar a tv.",2021-12-12,5,Positivo
"Comprei e amei, instalação e usos intuitivos, controle remoto integrado com a tv.
Alexa é uma mão na roda!
Consegui instalar facilmente alguns apps que não tem na loja, é só assistir tutoriais no YouTube.
Já quero comprar pra minha outra TV.",2021-06-18,5,Positivo
"O produto em si é muito bom e cumpre o que faz. Só fico triste de não ter na loja oficial de app o hbo max e o globo play.
Também não consegui usar a função de só espelhar a tela do iPhone pra ele. Pelo que entendi só Android consegue fazer isso.",2021-10-01,3,Positivo
"Realmente gostei do produto, chegou antes do prazo informado pela Amazon, então já amei isso. Assim que chegou já fui testar na tv mais velha de casa e deu super certo. A Alexa no controle é maravilhosa, já me fez querer comprar uma separada. Ótimo produto!",2021-12-06,5,Positivo
"Muito bom!! Maaaaasss, só depois de seguir um tutorial do youtube, consegui instalar. O suposto manual do equipamento não dá nenhuma orientação.",2021-12-27,4,Positivo
"Transforma qualquer TV numa smart TV top! O Controle é muito fácil de usar, intuitivo e os comandos reapondem rapidamente. Só senti falta de uma tecla para mudar a entrada da TV (não sei se fui eu quem não achou). De resto é perfeita!",2022-01-06,5,Positivo
Gostei muito do aparelho! Só me decepcionou a falta da navegação por comando de voz como tem na alexa americana. Sou deficiente físico e não vejo porque tem um item no fire tv para acessibilidade se a navegação por voz aqui no Brasil não existe.,2021-10-11,4,Positivo
"A caixa do produto chegou amassada, embora o produto tenha chegado intacto.
O produto está funcionando a contento. No entanto, não consegui instalar o app HBO Max. Se possível, gostaria de saber o porquê do aplicativo HBO Max não estar disponibilizado.",2022-01-20,4,Positivo
"É exatamente como eu esperava e gostaria que fosse. Só não estou 100% satisfeito por que é necessário reiniciar o aparelho quando algum aplicativo trava. Não dá pra simplesmente sair dele e entrar novamente. (Se der, eu não descobri ainda). Mas vale a pena.",2021-12-10,4,Positivo
"Nunca imaginei minha TV antiga se transformando em smart, muito rápido, útil e de fácil configuração. A única coisa que me surpreendeu foi que o controle não é tão grande como imaginava pela foto, ele é pequeno e fininho mas muito fofinho. Recomendo demais!",2022-01-26,5,Positivo
"Prático e rápido, e muito bem intuitivo.
O único problema é q ela não desliga/lia a TV com os comandos dados no ecodots apenas com os comandos de vós no controle, mais de resto ele aceita comando do ecodots..",2022-02-15,5,Positivo
"Instalação rápida, controle com alta responsividade e ótimo tempo de resposta. Processamento rápido, app carregam rápido e não tem travamentos.",2021-12-14,5,Positivo
"O aparelho é super funcional, funciona perfeitamente e é super fácil de instalar! Vem até com um adaptador de HDMI, para melhorar a internet ou encaixar melhor na televisão. A minha tv é de plasma, mais antiguinha e ela ficou ótima!! Imagem e som incrível!",2021-08-11,5,Positivo
"tem sido muito útil, deixamos a TV a cabo pra trás. A qualidade de imagem é excelente e poder utilizar a alexa para encontrar programas e etc facilita muito!! A interface é bem intuitiva e fácil de usar.",2021-09-11,5,Positivo
"Uma nova vida para sua tv mais antiga! Não vale a pena trocar de vc só por não ser smart. Inclusive, o fire é melhor que muitos sistemas de tv smart!",2021-11-03,5,Positivo
Interessante....vale a pena ...Ainda testando mas muito bom...tem que liberar logo HBO MAX oficial ...tentei baixar por outro caminho e não deu certo....,2021-08-31,5,Positivo
"Bom equipamento porém deixa a desejar na memória RAM e muito pouco apenas 8 gigas, poderia começar com 16 e até 32 Gigas, pecou muito nesse sentido, mas no geral cumpre bem o seu papel.",2021-12-15,4,Positivo
"Bem fácil de utilizar, tem manual de instruções certinho também. A instalação foi bem tranquila, só precisa do seguir o passo-a-passo. Venho utilizando pra assistir, principalmente, streams da Twitch e jogos de futebol americano com o GamePass.",2021-09-27,5,Positivo
"É impressionante o que esse aparelhinho faz, num espaço tão pequeno. É rápido, bom de navegar e possui quase todos apps mais importantes. Um show a parte é a conexão via bluetooth com fones, teclados e caixas. Só faltou acesso a novos aplicativos android.",2021-10-16,5,Positivo
"Gostei de tudo, do envio rápido, da embalagem pensada para facilitar a abertura, tal como é no exterior, e do funcionamento do fire stick. O único problema é que ainda não tem todos os aplicativos principais, mas, dá para baixar via endereço.",2021-11-25,5,Positivo
"Muitooooo maravilhoso! Amei esse produto, funciona melhor que minha smart Samsung RU7100.",2021-05-16,5,Positivo
"Muito bom o produto, o sistema em sim tbm, alguns problemas que encontrei foi a Alexa que as vezes não é muito limitada. A falta de alguns aplicativos é triste, o navegador é ok. A interface pode mudar muito, pois é uma das poucas coisas ruins",2021-11-04,5,Positivo
"Interface intuitiva, fácil instalação.
É dos melhores gadgets do mercado quando o assunto é tornar sua “TV mais inteligente”. Com o controle remoto com Alexa, a interface de uso, que era um de seus pontos negativos, praticamente fica perfeita.
Vale a compra",2021-07-27,5,Positivo
"Nossa eu amei, veio bem envaladinho, moro numa cidade pequena no norte, normalmente uma encomenda chega em torno aos 45 días, ele chegou em menos de uma semana ainda estou chocado, até o momento não tive nenhum problema, funciona perfeitamente",2021-08-10,5,Positivo
"Chegou antes do prazo, conectou fácil e rápido.
O som é bom. Eu amei ❤️",2022-01-13,5,Positivo
"estava super ansiosa para chegar, eu já tinha experiência com o lite mas estava super curiosa de testar essas novas funcionalidades, que felizmente não me desapontaram e só acrescentaram a esse ótimo produto.",2021-05-25,5,Positivo
"Produto excelente, porém a entrega foi um problema. A caixa veio amassada, em anexo fotos. É preciso maior cuidado ao embalar os produtos e também por parte dos transportadores que estão jogando os pacotes e amassando os itens contidos neles.",2021-12-28,5,Positivo
"Ótima opção para tornar a TV Smart. Adorei o produto e fico feliz de ter escolhido esse. Funcional, fácil de instalar, rápido. Prefiro usar a TV que coloquei o fire stick do que a SMART comum.",2021-11-14,5,Positivo
"O produto é muito bom, qualidade do material, a construção, o controle remoto é show de bola, pra mim o único problema está no sistema, o fato de ele não aceitar HBO, Globo Play entre outros apps é um ponto negativo. Por esse motivo dei quatro estrelas.",2022-02-17,4,Positivo
"Varios aplicativos não funcionam, exemplo Disney+. Quando liga demora uns 10s para aparecer os apps instalados. Não recomendo..: quero até devolver e pegar o dinheiro de volta",2021-09-29,1,Negativo
Tudo bem comprei esse aparelho estalei tudo certo na TV pegou normal mas quando eu ligo minha tv e coloco nos filmes fica xiando nos filmes aí tenho que tirar da TV desligar e colocar de novo aí o áudio fica normal ta acontecendo direito o que será isso,2021-08-31,2,Negativo
"O produto me supreendeu.Material bem resistente cabo de alimentação tamanho padrão, instalação e atualização toda automática e conexão com alexa perfeita. Controle de fácil manuseio e tudo funcionando perfeitamente . Super indico !",2022-01-25,5,Positivo
"Uma das melhores aquisições, com toda certeza! Agora consigo assistir tudo da minha TV com muita qualidade de imagem e som, além de poder tocar música e integrar com a Echo! Uma pena ainda não ter HBO Max, porém em breve",2022-01-14,5,Positivo
"Prático, funcional e fácil de instalar. Atendeu e superou todas as expectativas!",2021-12-09,5,Positivo
"Boa tarde, o produto é ótimo, rápido e intuitivo, porém não consigo espelhar o celular com o fire TV stick. Espero uma solução urgente pois eu uso muito o espelhamento de celular. Reforçando, não espelha nenhum aparelho mesmo conectados no mesmo wi-fi.",2021-11-29,4,Positivo
ÓTIMO PRODUTO ...ÓTIMO ATENDIMENTO NA GARANTIA...PORÉM A ENTREGA QUANDO CHEGA DENTRO DA MINHA CIDADE É PÉSSIMA DEMORA MAIS PARA ENTREGAR QUANDO CHEGA AQUI DO QUE DURANTE O ENVIO PARA CA...E A CAIXA CHEGOU TODA AMASSADA POREM NÃO DANIFICOU O PRODUTO....,2021-09-25,4,Positivo
"comprei esse, em vez da versão lite, para utilizar os comandos de TV, não funciona. Tendo em vista que esse é o diferencial do produto, deveria vir de forma mais clara a compatibilidade das funções ligar e desligar/volume com que tipo de TV.",2021-11-29,1,Negativo
"O produto é sensacional. Cumpre o que promete. É simples, intuitivo, de fácil instalação e muito bom quando não se tem uma TV Smart. Além disso, a Alexa integrada e a controle remoto integrado facilitam muito no manuseio. Recomendo muito! :)",2022-01-12,5,Positivo
"Gostei muito do aparelho, fácil instalação, imagem maravilhosa, só não gostei de não ter o aplicativo do HBO, achei isso muito chato!
O outro problema é que meu controle remoto esta falhando muito.",2021-12-27,4,Positivo
"O produto é bom!
Funciona perfeitamente ,salvo quando tenho reiniciar pq não abre a tela inicial.
Estou indignada com o alto consumo de pilhas do controle remoto.
A cada 48 horas é um par de pilhas AAA que se vão! Tá difícil!",2022-01-07,4,Positivo
"Não consigo mais viver sem o Fire TV, eu estava com o da versão anterior em minha TV e comprei agora esse com controle remoto, agora todas as TVs aqui de casa estão com o Fire e estou amando",2021-12-10,5,Positivo
"O aparelho é muito fácil de instalar e operar, e a integração com Alexa é bem vinda. No entanto, o aparelho não é compatível com HBOMax, mesmo esse aplicativo estando disponível no exterior.",2021-11-30,4,Positivo
"Fácil de usar, ótimo para instalar outros aplicativos, poderia ter comando de voz na pesquisa com a ""lupa"", no geral atendeu e superou as expectativas.",2022-01-02,5,Positivo
"O produto tem tudo para ser bom, porém com uma internet 5ghz, a conexão não é boa fica caindo toda hora a conexão e a entrada HDMI é de difícil encaixe.",2021-06-12,1,Negativo
"Eu amei o produto,chegou rápido antes do prazo,a instalação foi maravilhosa, é um produto fácil de manejo e testei nas duas TVs que tenho e num estalo estava configurado amei 😍👏😍👏Instalei todos os app que uso com frequência. Eu super recomendo 😃.",2021-12-22,5,Positivo
"Funcionou na minha tv e no meu monitor
Pra monitores sem alto falantes como o meu basta conectar uma caixa de som ou fone de ouvido bluetooth que funciona perfeitamente",2021-11-26,5,Positivo
"Muito bom, cumpre tudo o que promete. Responde bem aos comandos pelo controle, porém, é um pouco complicado dar comandos por dispositivos Echo. Parece que ele não compreende que deve executar o comando no FireTv, ou não executa o comando por completo.",2021-05-21,5,Positivo
"Fiquei surpreso o quão prático é esse aparelho, ""ressuscitou"" minha tv, desfez a necessidade comprar uma tv nova. Aplicativos respondem com velocidade, enfim... melhor compra que fiz sem a menor dúvida. Atendeu minhas expectativas, na verdade superou.",2021-07-28,5,Positivo
"Produto foi excelente para dar um ""upgrade"" minha TV LG de 2012. Fácil de configurar e boa resposta aos comandos da Alexa.
Ficou perfeito a integração com a TV, podendo utilizar apenas um controle para fazer tudo.",2021-12-01,5,Positivo
"Perfeito, a instalação é rápida, a imagem é ótima e resolve o problema de quase todos os streamings. A única coisa é que, não sei porque, se passo muito tempo controlando pela Alexa, o controle da TV para de funcionar.",2022-02-07,5,Positivo
"Ameiii de paixao esse tv box , recomendo... Nao tive problemas em instalar nem em mexer , controles faceis e design limpo e bonito... Até ent nao tenho oq reclamar do produto. Apenas do envio , como as fts apontam , veio com rasuras em sua embalagem.",2022-01-22,5,Positivo
"Amei. Super prático, rápido, fácil de instalar e o conteúdo é incrivel. Melhor aquisição possível. Tenho tudo que gosto agora na minha tv e até mais...",2022-02-21,5,Positivo
"Estava querendo comprar uma nova TV, mas ao invés disso comprei o Fire Stick e resolveu todas as necessidades que eu tinha, controle remoto único, confiável, rápido e com todas as funções que uma TV moderna possui, e o melhor, simples de instalar! :D",2021-10-08,5,Positivo
"O produto é excelente, atendeu todas as expectativas, rápido, prático, fácil de usar e com design muito bonito!",2022-02-12,5,Positivo
