"controle_review_curto","controle_review_longo","controle_nota","controle_nota_url","controle_selection1"
"É muito bom,mas....","Quando uso o comando da Alexa para ir de um aplicativo para outro ele fica em delay.
O áudio chega mais rápido que o vídeo,aí tenho que ir na tv para desconectar o aparelho e conectar novamente para voltar ao normal.
Mas se for pelos atalhos do controle isso não acontece.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2ZZE6SS142HZW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 3 de dezembro de 2021"
"Fire TV Stick - Fácil de instalar e usar","Instalei a pouco tempo o Fire TV Stick. A instalação foi muito fácil, não requer conhecimentos técnicos. Ainda estou testando algumas configurações do equipamento. Os menus são bastantes claros e simples de mudar a configuração. Surpreendeu a qualidade e o número de funcionalidades.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1Y3Z6XRAD83R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 9 de fevereiro de 2022"
"Controle muito bom","è fácil de instalar e de usar, resposta rápida, interface intuitiva. O controle é a melhor parte, ótimo de usar, ele reconhece a maioria dos modelos de televisões e substituí o controle da própria tv.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R28TQKQ87NAHJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 18 de janeiro de 2022"
"Excelente","Melhor compra! Melhor que o Fire stick mais simples. Vale muito pagar um pouco mais, pela funções que possui.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2GZ4SUPI2PXPS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 21 de dezembro de 2021"
"Maravilhoso","Produto excelente! Rápido e atende bem todas as necessidades gostei tanto que indiquei a amigos ué gostaram compraram e estão muito satisfeitos. Geralmente a função smart TV da televisões precisam carregar e são lentas, além de que param de atualizar… este produto resolve tudo isso com bônus !","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R4ZF3KN5LMJKM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 20 de setembro de 2021"
"Excelente produto!","O controle com volume e liga/desliga da TV era o que faltava. Tanto o aparelho quanto os apps que instalei funcionam muito bem, uma pena que alguns serviços de Globoplay e Telecine não oferecem apps para esta plataforma, me parece uma estrategia meio burra, mas acho que cada um sabe o que faz!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RISEX4J8YXC4F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 22 de maio de 2021"
"Bom d+ eu recomendo","Só vc não precisar ficar pegando dois controles já é muito bom, só que meu fone bluetooth está conectado mais o som só saiu uma vez depois que desliguei a tv e fui vê a série no dia seguinte o som parou, e estou triste porque ainda não tem a HBO MAX fora isso tudo certo.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2BRARLQAYE2S7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de agosto de 2021"
"Otimo produto","Adorei o produto, faclitou muito em reunir todos os meus streamings em só lugar e o melhor, consigo controlar a tv e o fire stick com apenas um controle remoto.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RP4CI6WLQEEO9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 23 de dezembro de 2021"
"Fácil e rápido de instalar!","Comprei e amei! A instalação é super fácil e rápida… e tudo funciona direitinho. Sem contar a integração com a Alexa que é incrível! Valeu a pena. A única coisa que deixou um pouquinho a desejar é o fato de ainda não ter o aplicativo da hbo max para baixar, espero que resolvam isso em breve.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1EQ47Y4999IGM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 11 de julho de 2021"
"Excelente","O produto é maravilhoso, muito fácil de instalar e a quantidade de aplicativos e conexões é excelente. Transformou minha televisão antiga em Smart. Apenas não consegui controlar o volume com o controle do Fire Stick porque minha televisão não tem suporte ao CEC. Recomendo demais.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2ZBOZFPZIKMPV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 10 de junho de 2021"
"Muito bom pra quem não tem uma smart TV ou smart atualizável.","Ou as TVs se atualizam com mais facilidade ou o fato de serem smart vai se tornar um item irrelevante.
Este Fire stick é muito bom e simples... simples até demais às vezes. Por exemplo, gostaria de poder digitar canais, mas não há números no controle. Mesmo assim, recomendo.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3A4UAW83TG3VJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 30 de junho de 2021"
"Produto excelente","Fácil instalação e configuração, mesmo com TVs de Led mais antigasc(como o meu caso).
Super fácil de adicionar novos apps.
Experiência de usuário para selecionar o conteúdo é muito boa.
Fora a integração com a Alexa que é maravilhosa!! <3","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R397XT10FH7PR6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 27 de maio de 2021"
"Prático e de fácil instalação","O controle é muito bom! Fácil instalação, meu marido só conectou na entrada HDMI atrás da TV e as configurações foram rápidas. Meu enteado adorou! Fica falando com a Alexa e pedindo para ela abrir os vídeos dele no YouTube. Temos canais abertos e filmes gratuitos. Todos gostaram aqui em casa!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R31UVQU86KVPQ7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de dezembro de 2021"
"loja de app ruim","Não tem globoplay, não tem HBO maxx, o app de internet é ruim, tudo é complexo e dificil. Pra funcionar te obriga a criar uma conta e ainda por cima, a medida que os apps que tem na loja vão sendo baixados, o fire tv começa a travar e ficar muito lento. NÃO RECOMENDO.","1,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R76G0N7LB6EQF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 23 de novembro de 2021"
"Muito supresso com rapidez da entrega","Amazon prime com certeza é uma das melhores empresa pra fazer compras! Parabéns a esta empresa que realmente é a melhor","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1QA7H6RJOH6VD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 28 de novembro de 2021"
"Produto top","Ótimo produto, me surpreendeu desde a fácil instalação a fluidez do sistema.
A instalação bquase nem aconteceu de minha parte pois a integração ncom a Alexa fez tudo.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2PS547CE223WX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 12 de maio de 2021"
"Fire Stick superou minhas expectativas","Presentei meu pai em seu aniversário de 80 anos. Ele possui uma tv antiga com entradas HDMI e uma internet básica de 40 MB. O firestick junto com o directv go o ajudou bastante a ter mais opções. O controle é muito fácil de usar e funcional, sem aquele monte de botões. Muito satisfeito aqui.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R37G43FV1PJ9KA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de outubro de 2021"
"Surpreendente","Vale cada centavo!!!
uso em um tv Samsung de 2015 que a tempos não atualizam o software, Instalei o Fire TV e a sensação é que estou usando uma TV nova.
Muitas possibilidades. Pluto TV e Vix , são opções boas e grátis.
Só precisa ter o HBO GO e o globoplay para ficar perfeito.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R6HIV9H0ECP4N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de junho de 2021"
"Perfeito.","Facil instalação, ótima resposta da Alexa, consigo usar perfeitamente o Disney+, Prime Video, Twitch e o YouTube.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3G3EGNYPXMKFC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 10 de maio de 2021"
"Excelente","O Novo Fire TV Stick. Seu controle é ainda melhor e consegue controlar a tv.
Simplesmente show.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3Q5K87HEX65XG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 25 de outubro de 2021"
"Produto de Péssima Qualidade","Insatisfeito com o produto menos de 2 meses recebi uma atualização e matou o controle remoto, restaurei de fabrica, troquei pilha e sem sucesso não sincroniza com o fire stick. Testei outro controle e está funcionando o fire stick, o problema é o meu controle que matou durante a atualização.","1,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R78YU4KDHVAY2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de julho de 2021"
"Produto espetacular","Não tenho o que reclamar deste amazon stick tv, é simplesmente show de bola, funciona perfeitamente..
Só tenho uma queixa da amazon prime video, precisa de mais conteudos.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R109I025UQPZXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 11 de janeiro de 2022"
"Não compraria novamente. Arrependida","desde quando recebi o Fire Tv Stick ele apresenta a seguinte característica que me parece um defeito. Toda vez que ligo a TV tenho que tirar e recolocar o Fire Tv Stick na tomada. Ou seja, ele não funciona automaticamente ao ligar a TV, apenas quando eu o retiro da tomada e coloco novamente.","1,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1L9CC6GF6AQMM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 19 de janeiro de 2022"
"É muito bom, muito melhor que TV box.","Estou impresionada com a qualidade do produto, atendeu todas as minhas expectativas. Minha TV e nova com sistema ROku mas faltava alguns apps/apk e consegui baixa-los no fire stick, ele e muito rápido e não trava. A promoção de black friday valeu a pena demais. Muito satisfeita com a compra.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3AH92983ZNFCF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 29 de novembro de 2021"
"Ótima aquisição","Ótimo, funcionou bem. Tenho uma tv H Buster super velha, daí não foi compatível a questão de controlar o volume. Mas está funcionando perfeitamente os canais. A imagem é ótima. É super rápido pra acessar. Vou comprar para uma outra tv que tbm não é smart.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R273WLJ8NOE9NJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 19 de maio de 2021"
"Melhor compra que já fiz","Tinha uma TV de sistema smart antigo que não tinha mais atualizações do desenvolvedor, por isso não conseguia usar diversos apps de streaming. com o fire stick agora consigo ver tudo o que eu quero e mais, achei bem fácil de instalar e lidar, o programa é bem intuitivo. Muito bom, recomendo","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R27OT1PM0MOR3I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 24 de agosto de 2021"
"Ele fica ligado direto mesmo quando desligamos usando o controle que veio junto","Achei a interface muito agradável e integração com Alexa deixa tudo muito divertido.
Não sei se é normal mas senti uma peque lentidão ao navegar entre os aplicativos (tipo travando), tirando isso e o fato de não ter HBO Max tudo é tudo ótimo estou satisfeito com a aquisição do produto.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3SR4STQ3BXLQG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de setembro de 2021"
"Sensacional!!","Amei a rapidez na entrega, 3 dias antes do previsto!!
Estou encantada com esse meu brinquedo novo!! O único ""trabalho"" é configurar as contas dos apps, mas ele é muito completo com a maioria dos apps de streaming!!
Demais!!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R29MUIRTYAK3BF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de janeiro de 2022"
"É caro, mas melhora sua tv se o sistema operacional dela for ruim.","Ele possui filtro de linha além da proteção tipo dps. Não tem preço justo, poderia ser mais barato.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R190JNSIP8XJPL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 16 de dezembro de 2021"
"Excelente","Excelente para transformar a tv em smart, só falta agora + aplicativos em português... anda estou aprendendo... rsrsrs","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R10Z8Q5NG8LHFX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 7 de dezembro de 2021"
"Poderíamos uma uma assistência melhor...","Ainda não consegui configurar da maneira que gostaria, na verdade tenho muitas dúvidas, que infelizmente a gente depende de vídeos no YouTube para conseguir resolver, mas no geral pega super bem...","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2QMDN2YR4ANGN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 17 de junho de 2021"
"Incrível","Não tive nenhum problema além de quase perder o controle dentro do sofá de tão pequeno kkkk, de resto funciona super bem, entrega tudo o que diz nas informações, só não consegui colocar o modo sleepy,ela não desliga sozinha","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R9DKUQPGS59I5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de fevereiro de 2022"
"Falta","falta opção de instalar mais aplicativos com facilidade, por exemplo não tem HBOMax, tenho q tentar tapear o sistema para instalar o que não é legal","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3URJ2FSJKRGTD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 29 de novembro de 2021"
"Espetacular","Amei muito , muito fácil manuseio. Tudo muito prático e além de ser super rápido ao comando . Alexa facilita muito quando vc tá perdida ,meu filho q ama ela rsrs .","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3V3JIXA5BX7YU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 9 de dezembro de 2021"
"Excelente","Ótimo produto de fácil instalação e super intuitivo e de ótima velocidade de navegação, adorei já é o terceiro que comprei e pretendo compra mas, comprei com um ótimo desconto na Amazon, eu indico com todas as qualidades do aparelho excelente.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2WU41S4CJHV3P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de dezembro de 2021"
"Maravilhoso","Tudo perfeito. Fácil de instalar e de usar. Vi uns comentários reclamando da qualidade do material do controle, mas eu não vi nada disso, na minha opinião achei a qualidade muito boa, não tive problemas com nada. Sincronizou facilmente com minha TV (Samsung). Estou amando. Super recomendo.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R22C18ESYCLDVF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 17 de junho de 2021"
"Fire TV Stick com Controle Remoto por Voz com Alexa","Fire TV Stick é sem dúvida uma ótima opção para transformar sua TV em Smart. Tenho o Google Chromecast que é ótimo também, mas o Fire TV Stick é sem dúvida o melhor do mercado. layout moderno e intuitivo, rápido e capta o sinal do Wi-Fi até nos pontos mais distantes da casa. Vale a compra.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3FDEFJ2V293BJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de dezembro de 2021"
"Muito prático de instalar, qualidade de áudio surpreende","Gostei:
Controle responde muito bem;
Alexa responde muito rápido;
Alexa do controle (fazendo as devidas configurações) interage perfeitamente com os dispositivos inteligentes da casa.
Não gostei:
Ter que cadastrar o cartão de crédito para poder baixar os apps","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R37D5BDY6E9O68/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de outubro de 2021"
"Superou as expectativas","O FireTV Stick é muito bom, instalação fácil, controle remoto muito útil e com a integração total com a televisão Samsung J5, reconhecimento imediato. O único contra, que eu já sabia é sobre não ter o aplicativo da HBO Max. Do restante, superou nossas expectativas.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1J5K6U7AVLVRC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 30 de novembro de 2021"
"AGORA ENTENDI PORQUE FIRE TV.","A melhor aquisição que fiz desde então, um ótimo aparelho, custo benefício, fácil instalação, muito intuitivo. Super recomendo, aparelho compacto e discreto. Tem inúmeros aplicativos, eu pago por fora o MFC e o TV Express precisei baixar APK para ambos, mas foi tudo muito bem.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2SFBWR8YZAN4H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 20 de janeiro de 2022"
"Muito bom","Confesso que ainda não terminei de instalar completamente, mas a imagem ficou melhor, difícil de instalar mas estou aproveitando.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2SBR9P19PZGWK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 11 de julho de 2021"
"Muito bom, mas pode melhorar bastante.","Muito legal, mas faltou HBO e os meus aparelhos da Alexa não conseguem controlar bem os aplicativos. A experiência é um pouco frustrante. Por exemplo, você pede pra ele começar a rodar um programa ele trava no meio do caminho e você tem que continuar usando o controle manual.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2HGGI4HG671TC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de dezembro de 2021"
"Superou minhas expectativas!","Fácil de instalar.
Interagir com Alexa super legal, embora minha TV seja da marca Philco as funções do controle de aumentar volume e ligar/desligar não tenha funcionando, curtir o fato da Alexa fazer essas funções no lugar do controle. Qualidade da imagem show. Então super recomendo.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RQ26WYI0FSK96/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de dezembro de 2021"
"Muito satisfeito, produto de qualidade e muito pequeno mas muito tecnológico.","Adorei! Produto de qualidade até na embalagem, controle top, funciona via Bluetooth ou algo parecido, em todos os cômodo da residência vc no controle. Só falta corrigir erros no amazon Music.
Entrega rápida. Parabéns a tds envolvidos.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3A7MDX7HQF9M7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de dezembro de 2021"
"ESSE STICK É MUITO 10","Aparelho top demais tive dificuldades para instalar minha tv tem 4 entradas HDMI e ele só reconheceu uma o restante foi tranquilo, o que falou ne foi só botões para mudar os canais da tv ele só aumenta o volume da tv, no mais estou aprendendo a mexer com ele ainda, mas recomendo a compra.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RQROTT4X4ZI9U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 3 de dezembro de 2021"
"Espetáculo!","Gostamos muito da renovação que a fire TV proporcionou a tv LCD velhinha do quarto uma verdadeira transformação!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RF3Z94UMFVJVP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 23 de setembro de 2021"
"Satisfação mediana","Achei que o aparelho conseguiria conversar com o echo dot, mas não consigo faze-lo, já li em vários espaços que precisaria alterar geolocalizacao no site Amazon, pra conseguir fzr essa conexão, tentei e não consegui. Alem disso, não tem HBO ou Globo play, na loja do aparelho.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3KMAPDZQ495F8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 3 de novembro de 2021"
"Mudou o meu modo de ver TV","Atualmente não largo do meu FIRE TV. Ele vai comigo quando viajo e até de uma tv para outra dentro da minha casa. É muito fácil de instalar na tv e de baixar os apps do seu interesse. A maioria está na loja de aplicativos.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R21CF00HCA4IHA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de fevereiro de 2022"
"Muito satisfeito!!!!","Melhor compra que já fiz.
Entrega super rápida, chegou seis dias antes do previsto.
O stick é Top, funciona perfeitamente sem travamentos.
Muito facil de instalar e de usar, controle muito bom, valeu pagar um pouquinho a mais e pegar com controle que inclui comandos de TV.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R10RE3YKMMB3VK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de dezembro de 2021"
"Ótimo produto","Já é o terceiro que compro, um na sala um no quarto e outro para presentear, ótima qualidade, breve comprar a versão 4k","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2XYUH14KA22XH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de dezembro de 2021"
"Fácil instalação","Super fácil de usar, mas para quem já tem smart tv não vejo muita vantagem em ter. Ele transforma a tv numa echo show só que sem a câmera kkkkkkkkk","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2GX1UCKDUSOSE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 29 de novembro de 2021"
"Excepcional","Muito fácil de instalar, conteúdo quase que completo, em Full HD, controle remoto sensacional com botão de pesquisa por voz e controle de volume da TV!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2DOGK0M9JW4AR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de fevereiro de 2022"
"Legal!","O produto é ótimo e cumpre o que promete. Ele tem uma certa lentidão para iniciar, mas depois de um tempo fica ágil. O controle remoto é bem leve e os botões são bons. Um ponto negativo é que ainda não tem o aplicativo da HBO Max disponível na loja de aplicativos.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2NQ3XBOICJKTY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 11 de janeiro de 2022"
"Otimo mas não substitui controle de todas tvs","O produto é muito bom , mas não funciona volume e mute na minha smart tv philco e ela tem só 1 ano que comprei ( e uma tv moderna ), na outra que e mais antiga da Panasonic funciona , mas quando ligo uma caixa Bluetooth da jbl o volume tbm não funciona. Tirando isso é um ótimo aparelho.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3DW27IUYFS5TI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 18 de maio de 2021"
"Quase perfeito","Ele está excelente, fácil de navegar e muito fluído. A Alexa compreende perfeitamente os comandos. Recebe constantes atualizações. Consigo conectar meus dispositivos de áudio vida Bluetooth sem problemas. Para ser perfeito, só falta adicionarem mais apps, como a HBO Max, Globo Play, etc.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R19Z5FCU74DJ1X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de fevereiro de 2022"
"SINCRONIA DE SOM E IMAGEM","O controle é muito bom. Só não dei 04 estrelas porque em alguns momentos ocorre um problema de sincronização do som com a imagem. Todas as configurações de ajuste indicadas, inclusive em fórum, foram aplicadas, mas o problema persiste. A solução é desligar, aguardar um pouco e reiniciar.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2WYWBD8O47WUO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de dezembro de 2021"
"Produto ótimo! Bem fluido","Bem, o produto cumpri o seu propósito, é ótimo nem compara com um tv box, pois com o fire as coisas fica bem fluido.. parabenizo a Entrega prime feita pela Loggi estao d parabéns, comprei no domingo e segunda ja estava em mãos, olha q sou do rj e veio d sp.. parabéns loggi!!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RYM4A8RT9M3X1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de fevereiro de 2022"
"Sem defeitos","Gostei de tudo nele, tudo funciona bem, ele é rápido, tem uma infinidade de aplicativos e é compatível com aplicativos android. Muito melhor que qualquer TV Box.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R4PCS45K5FQPZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 29 de maio de 2021"
"Ótimo","Melhor coisa que já comprei, funciona super bem.
Na hora da instalação tive um pequeno problema, que demorou muito pra instalar e tive que repetir duas vezes, e o volume não funciona no controle, vi algumas avaliações que diz o que fazer para arrumar.
Fora isso atende muito bem","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R292YE4RYA7MT7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de fevereiro de 2022"
"Fácil de instalar e ótima qualidade","Foi muito fácil de instalar e o resultado é otimo. Instalei todos os meus serviços de streaming rapidamente e todos estão com uma ótima qualidade de imagem. Testei em uma smart tv nova e em uma tv de LCD bem antiga e ambas ficou maravilhoso.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RC4NXGCTO43JE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 25 de novembro de 2021"
